"","image_path","xmin","ymin","xmax","ymax","label"
"3085","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265643.539170196,373626.75691413,265651.550451134,373633.311598534,"Tree"
"3086","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265880.407164466,373577.871719054,265891.288038726,373587.716319576,"Tree"
"3087","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265980.26058478,373610.859238669,265989.697151575,373621.082186031,"Tree"
"3088","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265982.914619191,373636.318309503,265992.547781128,373646.148066582,"Tree"
"3089","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265968.563173856,373628.257908699,265978.392930935,373633.959167804,"Tree"
"3090","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265954.899811517,373598.375447179,265966.498924869,373607.418823692,"Tree"
"3091","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265952.737264959,373616.953688058,265961.780641472,373624.031113155,"Tree"
"3092","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265945.856435004,373620.197507894,265954.899811517,373626.291957283,"Tree"
"3093","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Henfaes.tif",265945.463244721,373611.743916806,265953.523645526,373621.573673885,"Tree"
"3094","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268325.386644591,89802.742009525,268338.048936163,89816.5053699292,"Tree"
"3095","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268307.494276066,89769.4346773469,268324.010308551,89785.4001754158,"Tree"
"3096","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268304.741603985,89790.6302523693,268323.459774135,89807.6968192705,"Tree"
"3097","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268316.302826725,89799.7140702361,268329.515652713,89811.8258273918,"Tree"
"3098","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268292.62984683,89789.2539163289,268304.191069569,89800.2646046523,"Tree"
"3099","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268297.034122159,89821.7354468828,268309.696413731,89836.0493417031,"Tree"
"3100","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268306.94374165,89829.167661501,268314.10068906,89834.1224712465,"Tree"
"3101","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268308.044810482,89832.7461352061,268319.606033222,89843.2062891133,"Tree"
"3102","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268316.578093933,89838.2514793678,268326.487713424,89849.2621676911,"Tree"
"3103","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268323.184506927,89844.5826251537,268333.644660834,89855.5933134771,"Tree"
"3104","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268330.066187129,89850.6385037316,268338.324203371,89858.3459855579,"Tree"
"3105","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268337.223134539,89858.621252766,268354.840235856,89875.6878196672,"Tree"
"3106","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268379.068574674,89829.5124057615,268390.048485974,89841.4904908152,"Tree"
"3107","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268394.041180991,89822.2756460415,268405.520179168,89834.2537310952,"Tree"
"3108","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268403.773375098,89812.5434519354,268416.749633906,89824.5215369891,"Tree"
"3109","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268419.494611731,89802.0626275134,268429.476349275,89812.0443650581,"Tree"
"3110","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268414.004656081,89807.8021266016,268425.483654257,89817.7838641464,"Tree"
"3111","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268433.469044293,89788.0881949507,268444.94804247,89801.0644537589,"Tree"
"3112","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268442.702151522,89785.5927605645,268454.680236576,89797.071758741,"Tree"
"3113","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268469.652842893,89774.8623927039,268482.629101701,89791.3322596528,"Tree"
"3114","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268455.67841033,89782.5982393011,268467.157408507,89791.0827162141,"Tree"
"3115","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268451.186628435,89754.6493741757,268462.166539735,89765.629285475,"Tree"
"3116","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268467.906038823,89758.392525755,268479.385036999,89769.3724370543,"Tree"
"3117","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268442.702151522,89769.6219804929,268458.672931594,89783.5964130556,"Tree"
"3118","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268452.933432506,89768.873350177,268467.906038823,89785.3432171259,"Tree"
"3119","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268477.638232929,89743.1703759993,268492.111752369,89755.148461053,"Tree"
"3120","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268462.166539734,89749.1594185261,268476.140972297,89763.1338510888,"Tree"
"3121","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268470.401473209,89746.9135275786,268479.884123876,89753.4016569826,"Tree"
"3122","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268464.412430682,89746.6639841399,268473.395994472,89757.6438954392,"Tree"
"3123","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268491.612665492,89780.1028049149,268507.084358686,89797.071758741,"Tree"
"3124","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268482.379558263,89784.3450433714,268490.864035176,89792.3304334072,"Tree"
"3125","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268519.06244374,89788.8368252665,268527.546920653,89799.3176496885,"Tree"
"3126","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268525.800116582,89792.3304334072,268539.275462268,89804.8076053382,"Tree"
"3127","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268538.776375391,89797.071758741,268549.75628669,89806.5544094085,"Tree"
"3128","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268551.752634199,89799.5671931272,268566.725240516,89806.0553225313,"Tree"
"3129","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268491.363122053,89739.9263112972,268500.84577272,89748.9098750875,"Tree"
"3130","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268506.086184931,89730.194117191,268515.069748722,89740.674941613,"Tree"
"3131","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268517.565183108,89722.7078140325,268529.044181284,89733.1886384545,"Tree"
"3132","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268525.800116582,89718.4655755759,268534.783680373,89727.9482262435,"Tree"
"3133","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268532.787332864,89707.9847511539,268545.763591672,89720.4619230849,"Tree"
"3134","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268545.264504795,89703.2434258202,268552.750807953,89715.7205977511,"Tree"
"3135","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268555.495785778,89698.5021004864,268566.475697077,89706.4874905222,"Tree"
"3136","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268558.796564167,89691.793939245,268570.733697714,89701.8945907083,"Tree"
"3137","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268571.80497893,89680.3159262184,268581.599550046,89686.7436135133,"Tree"
"3138","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268579.916108136,89674.1943192709,268589.098518557,89680.9280869132,"Tree"
"3139","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268583.589072304,89659.8085429443,268594.301884462,89671.7456764919,"Tree"
"3140","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268590.935000641,89657.6659805127,268597.668768283,89663.4815071128,"Tree"
"3141","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268604.744645088,89796.6041285377,268614.178886613,89805.6889537104,"Tree"
"3142","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268617.673050141,89792.2364241278,268628.155540725,89803.76716377,"Tree"
"3143","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268628.679665254,89787.8687197179,268642.306903013,89800.0982920657,"Tree"
"3144","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268645.102233836,89789.266385129,268654.187059008,89796.6041285377,"Tree"
"3145","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268654.012350832,89788.0434278942,268661.350094241,89795.3811713029,"Tree"
"3146","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268662.398343299,89789.266385129,268670.08550306,89795.5558794793,"Tree"
"3147","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268669.561378531,89786.8204706595,268678.646203704,89795.2064631265,"Tree"
"3148","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268304.958179998,89745.2427309941,268320.721449118,89755.2154114575,"Tree"
"3149","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268309.30112149,89735.1092008458,268320.238900063,89745.0818813092,"Tree"
"3150","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268297.398244808,89724.8148210126,268312.518115188,89738.9695932833,"Tree"
"3151","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268300.936937876,89710.9817481118,268316.056808256,89724.1714222731,"Tree"
"3152","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268315.252559831,89694.5750802527,268325.546939665,89704.5477607161,"Tree"
"3153","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268323.134194391,89700.6873682786,268333.750273594,89712.9119443305,"Tree"
"3154","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268322.812495021,89684.2807004195,268335.037071073,89694.8967796225,"Tree"
"3155","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268326.512037774,89672.6995231072,268336.806417607,89683.63730168,"Tree"
"3156","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268327.798835253,89656.9362539877,268342.275306894,89671.7344249978,"Tree"
"3157","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268330.372430211,89646.3201747847,268341.631908154,89656.2928552481,"Tree"
"3158","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268330.372430211,89634.4172981026,268340.345110675,89646.6418741545,"Tree"
"3159","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268332.463476115,89625.8922648033,268342.114457209,89635.5432458969,"Tree"
"3160","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268330.500996898,89606.4083965942,268344.467111867,89619.5280803534,"Tree"
"3161","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268340.446563619,89576.9949120375,268355.259109798,89592.2306738223,"Tree"
"3162","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268386.788672381,89535.9429983396,268404.140512191,89551.6019757295,"Tree"
"3163","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268378.324360278,89545.8885650602,268386.788672381,89553.0832303475,"Tree"
"3164","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268366.897538939,89530.0179798678,268379.170791488,89540.5983699961,"Tree"
"3165","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268374.515419832,89537.8474685627,268382.556516329,89543.7724870346,"Tree"
"3166","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268293.046415844,89502.9321811393,268300.241081131,89517.3215117138,"Tree"
"3167","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268313.36076489,89512.6661400573,268326.480448649,89525.7858238164,"Tree"
"3168","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268320.555430177,89505.0482591649,268332.828682726,89517.7447273189,"Tree"
"3169","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268335.156368554,89505.6830825726,268348.276052314,89522.1884911728,"Tree"
"3170","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268348.276052314,89500.3928875084,268362.242167283,89514.782218083,"Tree"
"3171","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268353.354639575,89511.819708847,268366.897538939,89523.6697457908,"Tree"
"3172","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268348.487660116,89516.8982961086,268359.068050244,89526.6322550267,"Tree"
"3173","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268358.010011232,89521.9768833702,268366.897538939,89531.2876266832,"Tree"
"3174","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268360.760912665,89500.3928875085,268373.034165214,89509.7036308214,"Tree"
"3175","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268433.53563569,89509.8825335859,268444.410890539,89522.1171952908,"Tree"
"3176","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268456.707930257,89507.3890419642,268467.312200653,89518.7788138701,"Tree"
"3177","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268479.683849447,89499.3376514791,268493.03737513,89511.5129248957,"Tree"
"3178","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268510.122032988,89500.9086545005,268523.868309427,89515.8331832048,"Tree"
"3179","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268529.366820002,89508.174543475,268543.505847195,89521.9208199131,"Tree"
"3180","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268538.792838131,89514.2621801833,268556.073871367,89530.3649611537,"Tree"
"3181","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268550.137000747,89500.6834230469,268562.566484432,89513.5732579796,"Tree"
"3182","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268554.740513223,89529.6855516456,268567.169996908,89541.6546840832,"Tree"
"3183","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268557.962971956,89505.7472867704,268572.233860632,89526.92344416,"Tree"
"3184","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268564.407889422,89519.3276485746,268581.440885584,89534.5192397454,"Tree"
"3185","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268584.893519941,89525.0820391696,268597.323003626,89535.2097666168,"Tree"
"3186","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268581.440885584,89530.8364297646,268596.632476754,89541.884859707,"Tree"
"3187","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268581.901236831,89515.41466297,268592.949666774,89525.5423904172,"Tree"
"3188","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268604.22827234,89516.1051898414,268618.038809768,89529.9157272694,"Tree"
"3189","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268615.73705353,89511.962028613,268630.928644701,89524.3915122982,"Tree"
"3190","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268605.839501706,89506.4378136418,268620.57074163,89518.4069460794,"Tree"
"3191","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268618.959512263,89498.8420180565,268633.230400938,89511.7318529892,"Tree"
"3192","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268600.315286735,89499.9928961754,268611.363716678,89507.8188673846,"Tree"
"3193","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268590.417734912,89502.0644767897,268603.307569845,89516.3353654652,"Tree"
"3194","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268580.980534336,89505.2869355228,268593.410018021,89516.7957167128,"Tree"
"3195","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268571.54333376,89507.1283405132,268585.353871188,89518.6371217032,"Tree"
"3196","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268574.305441246,89535.4399422406,268585.353871188,89546.9487234306,"Tree"
"3197","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268561.415606313,89541.1943328356,268572.464036256,89553.1634652731,"Tree"
"3198","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268569.932104394,89547.4090746782,268586.04439806,89562.1403146013,"Tree"
"3199","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268583.972817445,89548.790128421,268595.021247388,89560.2989096109,"Tree"
"3200","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268580.980534336,89560.7592608585,268597.092828002,89575.0301495341,"Tree"
"3201","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268572.003685008,89567.8947051963,268585.353871188,89579.8638376339,"Tree"
"3202","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268591.568613031,89572.4982176723,268607.220555449,89585.8484038527,"Tree"
"3203","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268580.059831841,89576.6413789007,268592.489315526,89589.5312138335,"Tree"
"3204","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268583.05211495,89584.4673501099,268595.941949883,89599.1985900331,"Tree"
"3205","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268595.481598635,89584.0069988623,268604.688623587,89591.8329700715,"Tree"
"3206","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268390.912333914,89635.875667031,268398.064018264,89643.0273513811,"Tree"
"3207","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268414.155308052,89632.8957985519,268430.24659784,89651.9669568186,"Tree"
"3208","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268432.928479471,89632.299824856,268444.847953387,89643.6233250769,"Tree"
"3209","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268471.964756548,89627.8300221373,268477.924493506,89633.7897590956,"Tree"
"3210","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268498.485586012,89618.2944430039,268506.829217754,89626.6380747456,"Tree"
"3211","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/hillcoombe.tif",268546.759455375,89605.7789953914,268556.295034508,89615.9105482206,"Tree"
"3212","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174717.316617077,523441.915237368,174727.058619641,523451.233674603,"Tree"
"3213","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174713.504529117,523436.197105428,174722.822966352,523442.127020032,"Tree"
"3214","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174708.633527835,523420.101622931,174716.257703755,523428.996494837,"Tree"
"3215","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174702.915395895,523402.735444448,174711.810267802,523410.783185696,"Tree"
"3216","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174696.985481291,523386.851744615,174704.186091882,523396.593747179,"Tree"
"3217","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174685.761000076,523355.507910279,174695.079437312,523363.132086199,"Tree"
"3218","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174681.948912117,523344.0716464,174689.573088036,523351.69582232,"Tree"
"3219","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174671.147996231,523309.551072098,174680.042868137,523318.445944004,"Tree"
"3220","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174685.567079616,523298.180975208,174689.65756733,523301.956810021,"Tree"
"3221","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174691.230831836,523298.023648757,174694.692013748,523301.170177768,"Tree"
"3222","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174695.32131955,523296.765037153,174700.355765967,523301.484830669,"Tree"
"3223","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174699.411807264,523297.866322307,174704.760906582,523302.271462922,"Tree"
"3224","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174705.075559484,523297.708995856,174710.424658802,523301.799483571,"Tree"
"3225","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174710.110005901,523299.282260362,174714.515146516,523302.743442274,"Tree"
"3226","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Kilowna.tif",174714.829799417,523299.439586812,174718.290981329,523302.586115823,"Tree"
